   549	Owen Pickett	Democrat	Representative	VA-2
   550	Pamela Resor	Democrat	Representative	VA-2
   551	Pat Danner	Democrat	Representative	MO-6
   552	Pat Moynihan	Democrat	Representative	MO-6
   553	Pat Roberts	Republican	Jr Senator	KS
   554	Pat Tiberi	Republican	Representative	OH-12
   555	Pat Toomey	Republican	Representative	PA-15
   556	Patrick Kennedy	Democrat	Representative	RI-1
   557	Patrick Leahy	Democrat	Sr Senator	VT
   558	Patsy Mink	Democrat	Representative	HI-2
   559	Patty Murray	Democrat	Jr Senator	WA
   560	Paul Coverdell	Democrat	Jr Senator	WA
   561	Paul Gillmor	Republican	Representative	OH-5
   562	Paul Kanjorski	Democrat	Representative	PA-11
   563	Paul Ryan	Republican	Representative	WI-1
   564	Paul Sarbanes	Democrat	Sr Senator	MD
   565	Paul Simon	Democrat	Sr Senator	MD
   566	Paul Wellstone	Former Democrat	Sr Senator	MN
   567	Pete Domenici	Republican	Sr Senator	NM
   568	Pete Sessions	Republican	Representative	TX-5
   569	Pete Stark	Democrat	Representative	CA-13
   570	Peter Blute	Former Republican	Representative	MA-3
   571	Peter Defazio	Democrat	Representative	OR-4
   572	Peter Deutsch	Democrat	Representative	FL-20
   573	Peter Fitzgerald	Republican	Jr Senator	IL
   574	Peter Hoekstra	Republican	Representative	MI-2
   575	Peter King	Rep./Ind./Con./Right-To-Life	Representative	NY-3
   576	Peter Torkildsen	Former Republican	Representative	MA-6
   577	Peter Visclosky	Democrat	Representative	IN-1
   578	Phil English	Republican	Representative	PA-21
   579	Phil Gingrey	US	Representative	Georgia-11
   580	Phil Gramm	Republican	Sr Senator	TX
   581	Philip Crane	Republican	Representative	IL-8
   582	Porter Goss	Republican	Representative	FL-14
   583	Rahm Emanuel	US	Representative	Illinois-5
   584	Ralph Moody Hall	Democrat	Representative	TX-4
   585	Ralph Regula	Republican	Representative	OH-16
   586	Randy Forbes	Republican	Representative	VA-4
   587	Randy Neugebauer	US	Representative	Texas-19
   588	Randy Tate	Former Republican	Representative	WA-9
   589	Raul Grijalva	US	Representative	Arizona-7
   590	Ray LaHood	Republican	Representative	IL-18
   591	Ric Keller	Republican	Representative	FL-8
   592	Richard Bryan	Democrat	Jr Senator	NV
   593	Richard Burr	Republican	Representative	NC-5
   594	Richard Durbin	Democrat	Sr Senator	IL
   595	Richard Hugh Baker	Republican	Representative	LA-6
   596	Richard Lugar	Republican	Sr Senator	IN
   597	Richard Moore	Republican	Sr Senator	IN
   598	Richard Neal	Democrat	Representative	MA-2
   599	Richard Pombo	Republican	Representative	CA-11
   600	Richard Shelby	Republican	Sr Senator	AL
   601	Richard Tisei	Republican	Sr Senator	AL
   602	Rick Boucher	Democrat	Representative	VA-9
   603	Rick Hill	Republican	Representative	MT-AL
   604	Rick Larsen	Democrat	Representative	WA-2
   605	Rick Lazio	Republican/Cons.	Representative	NY-2
   606	Rick Renzi	US	Representative	Arizona-1
   607	Rick Santorum	Republican	Jr Senator	PA
   608	Rick White	Former Republican	Representative	WA-1
   609	Rob Andrews	Democrat	Representative	NJ-1
   610	Rob Bishop	US	Representative	Utah-1
   611	Rob Portman	Republican	Representative	OH-2
   612	Rob Simmons	Republican	Representative	CT-2
   613	Robert Aderholt	Republican	Representative	AL-4
   614	Robert Antonioni	Republican	Representative	AL-4
   615	Robert Bennett	Republican	Jr Senator	UT
   616	Robert Borski	Democrat	Representative	PA-3
   617	Robert Brady	Democrat	Representative	PA-1
   618	Robert Byrd	Democrat	Sr Senator	WV
   619	Robert Creedon	Democrat	Sr Senator	WV
   620	Robert Ehrlich	Former Republican	Representative	MD-2
   621	Robert Franks	Republican	Representative	NJ-7
   622	Robert Havern	Republican	Representative	NJ-7
   623	Robert Hedlund	Republican	Representative	NJ-7
   624	Robert Matsui	Democrat	Representative	CA-5
   625	Robert Menendez	Democrat	Representative	NJ-13
   626	Robert O`Leary	Democrat	Representative	NJ-13
   627	Robert Travaglini	Democrat	Representative	NJ-13
   628	Robert Underwood	Democrat	Representative	NJ-13
   629	Robert Walker	Former Republican	Representative	PA-16
   630	Robert Wexler	Democrat	Representative	FL-19
   631	Robert Weygand	2000 Democrat Challenger for Senate (RI) & Former	Representative	RI-2
   632	Robin Hayes	Republican	Representative	NC-8
   633	Rod Blagojevich	Democratic Governor; former	Representative	IL-5
   634	Rod Grams	Democratic Governor; former	Representative	IL-5
   635	Rodney Alexander	US	Representative	Louisiana-5
   636	Rodney Frelinghuysen	Republican	Representative	NJ-11
   637	Roger Wicker	Republican	Representative	MS-1
   638	Ron Kind	Democrat	Representative	WI-3
   639	Ron Klink	Democrat	Representative	PA-4
   640	Ron Lewis	Republican	Representative	KY-2
   641	Ron Packard	Republican	Representative	CA-48
   642	Ron Paul	Republican	Representative	TX-14
   643	Ron Wyden	Democrat	Sr Senator	OR
   644	Ronnie Shows	Democrat	Representative	MS-4
   645	Rosa DeLauro	Democrat	Representative	CT-3
   646	Roscoe Bartlett	Republican	Representative	MD-6
   647	Roy Blunt	Republican	Representative	MO-7
   648	Ruben Hinojosa	Democrat	Representative	TX-15
   649	Rush Holt	Democrat	Representative	NJ-12
   650	Russell Feingold	Democrat	Jr Senator	WI
   651	Sam Brownback	Republican	Sr Senator	KS
   652	Sam Farr	Democrat	Representative	CA-17
   653	Sam Gejdenson	Democrat	Representative	CT-2
   654	Sam Johnson	Republican	Representative	TX-3
   655	Sam Nunn	Republican	Representative	TX-3
   656	Samuel Graves	Republican	Representative	MO-6
   657	Sander Levin	Democrat	Representative	MI-12
   658	Sanford Bishop	Democrat	Representative	GA-2
   659	Saxby Chambliss	Republican	Jr Senator	GA); Former Rep (GA-8
   660	Scott Garrett	US	Representative	New Jersey-5
   661	Scott Klug	Former Republican	Representative	WI-2
   662	Scott McInnis	Republican	Representative	CO-3
   663	Scotty Baesler	Former Democrat	Representative	KY-6), ran for Senate (1998); re-ran for House (2000
   664	Sheila Jackson Lee	Democrat	Representative	TX-18
   665	Shelley Berkley	Democrat	Representative	NV-1
   666	Shelley Moore Capito	Republican	Representative	WV-2
   667	Sherrod Brown	Democrat	Representative	OH-13
   668	Sherry Boehlert	Republican/Independence	Representative	NY-23
   669	Silvestre Reyes	Democrat	Representative	TX-16
   670	Slade Gorton	Democrat	Representative	TX-16
   671	Solomon Ortiz	Democrat	Representative	TX-27
   672	Sonny Bono	Former Republican	Representative	CA-44
   673	Sonny Callahan	Republican	Representative	AL-1
   674	Spencer Abraham	Republican	Representative	AL-1
   675	Spencer Bachus	Republican	Representative	AL-6
   676	Stanley Rosenberg	Republican	Representative	AL-6
   677	Steny Hoyer	Democrat	Representative	MD-5
   678	Stephanie Tubbs Jones	Democrat	Representative	OH-11
   679	Stephen Brewer	Democrat	Representative	OH-11
   680	Steve Buyer	Republican	Representative	IN-5
   681	Steve Chabot	Republican	Representative	OH-1
   682	Steve Gunderson	Former Republican	Representative	WI-3
   683	Steve Horn	Republican	Representative	CA-38
   684	Steve Israel	Democrat	Representative	NY-2
   685	Steve King	US	Representative	Iowa-5
   686	Steve Largent	Republican	Representative	OK-1
   687	Steve Lynch	Democrat	Representative	MA-9
   688	Steve Stockman	Former Republican	Representative	TX-9
   689	Steven Baddour	Former Republican	Representative	TX-9
   690	Steven Kuykendall	Republican	Representative	CA-36
   691	Steven LaTourette	Republican	Representative	OH-19
   692	Steven Panagiotakos	Republican	Representative	OH-19
   693	Steven Pearce	US	Representative	New Mexico-2
   694	Steven Rothman	Democrat	Representative	NJ-9
   695	Steven Tolman	Democrat	Representative	NJ-9
   696	Strom Thurmond	Republican	Sr Senator	SC
   697	Sue Kelly	Republican/Conservative	Representative	NY-19
   698	Sue Myrick	Republican	Representative	NC-9
   699	Susan Brooks	Former Republican	Representative	CA-36
   700	Susan Collins	Republican	Jr Senator	ME
   701	Susan Davis	Democrat	Representative	CA-49
   702	Susan Fargo	Democrat	Representative	CA-49
   703	Susan Molinari	Former Republican	Representative	NY-13
   704	Susan Tucker	Former Republican	Representative	NY-13
   705	Tammy Baldwin	Democrat	Representative	WI-2
   706	Ted Kennedy	Democrat	Sr Senator	MA
   707	Ted Stevens	Republican	Sr Senator	AK
   708	Ted Strickland	Democrat	Representative	OH-6
   709	Terry Everett	Republican	Representative	AL-2
   710	Thad Cochran	Republican	Sr Senator	MS
   711	Thad McCotter	US	Representative	Michigan-11
   712	Therese Murray	US	Representative	Michigan-11
   713	Thomas Ewing	Republican	Representative	IL-15
   714	Thomas McGee	Republican	Representative	IL-15
   715	Thomas Reynolds	Republican/Cons.	Representative	NY-27
   716	Tillie Fowler	Republican	Representative	FL-4
   717	Tim Bishop	US	Representative	New York-1
   718	Tim Holden	Democrat	Representative	PA-6
   719	Tim Hutchinson	Republican	Sr Senator	AR
   720	Tim Johnson	Democrat	Jr Senator	SD
   721	Tim Murphy	US	Representative	Pennsylvania-18
   722	Tim Roemer	Democrat	Representative	IN-3
   723	Tim Ryan	US	Representative	Ohio-17
   724	Timothy Johnson	Republican	Representative	IL-15
   725	Toby Roth	Former Republican	Representative	WI-8
   726	Todd Akin	Republican	Representative	MO-2
   727	Todd Platts	Republican	Representative	PA-19
   728	Todd Tiahrt	Republican	Representative	KS-4
   729	Tom Allen	Democrat	Representative	ME-1
   730	Tom Barrett	Democrat	Representative	WI-5
   731	Tom Bliley	Republican	Representative	VA-7
   732	Tom Campbell	Republican	Representative	CA-15
   733	Tom Carper	Democrat	Jr Senator	DE
   734	Tom Coburn	Republican	Representative	OK-2
   735	Tom Cole	US	Representative	Oklahoma-4
   736	Tom Daschle	Democrat	Sr Senator	SD
   737	Tom Davis	Republican	Representative	VA-11
   738	Tom DeLay	Republican	Representative	TX-22
   739	Tom Feeney	US	Representative	Florida-24
   740	Tom Harkin	Democrat	Jr Senator	IA
   741	Tom Lantos	Democrat	Representative	CA-12
   742	Tom Latham	Republican	Representative	IA-5
   743	Tom Osborne	Republican	Representative	NE-3
   744	Tom Petri	Republican	Representative	WI-6
   745	Tom Sawyer	Democrat	Representative	OH-14
   746	Tom Tancredo	Republican	Representative	CO-6
   747	Tom Udall	Democrat	Representative	NM-3
   748	Tony Hall	Democrat	Representative	OH-3
   749	Trent Franks	US	Representative	Arizona-2
   750	Trent Lott	Republican	Jr Senator	MS
   751	Van Hilleary	Republican	Representative	TN-4
   752	Vernon Ehlers	Republican	Representative	MI-3
   753	Vic Fazio	Former Democrat	Representative	CA-3, 1979-98
   754	Vic Snyder	Democrat	Representative	AR-2
   755	Virgil Goode	Independent	Representative	VA-5
   756	Vito Fossella	Rep./Cons./Right-To-Life	Representative	NY-13
   757	Wally Herger	Republican	Representative	CA-2
   758	Walter Beaman Jones	Republican	Representative	NC-3
   759	Wayne Allard	Republican	Jr Senator	CO
   760	Wayne Gilchrest	Republican	Representative	MD-1
   761	Wendell Ford	Republican	Representative	MD-1
   762	Wes Cooley	Former Republican	Representative	OR-2
   763	Wes Watkins	Republican	Representative	OK-3
   764	William Cohen	Republican	Representative	OK-3
   765	William Coyne	Democrat	Representative	PA-14
   766	William Jefferson	Democrat	Representative	LA-2
   767	William Lacy Clay	Democrat	Representative	MO-1
   768	William Lipinski	Democrat	Representative	IL-3
   769	William Roth	Democrat	Representative	IL-3
   770	Xavier Becerra	Democrat	Representative	CA-30
   771	Zach Wamp	Republican	Representative	TN-3
   772	Zell Miller	Republican	Representative	TN-3
   773	Zoe Lofgren	Democrat	Representative	CA-16
